timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1731226633169,174,TC300_ClickToAutomationKey_R01,200,OK,Thread Group 1-2,text,true,,1218,817,1,1,https://www.webloadmpstore.com/product_detail.php?title=Automation+is+key,174,0,0
1731226636223,520,TC100_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,1603,714,1,1,null,0,5,336
1731226636226,520,TC100_Launch_R01,200,OK,Thread Group 1-3,text,true,,1603,714,1,1,https://www.webloadmpstore.com/,520,0,336
1731226636223,520,TC100_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,1603,714,1,1,null,0,5,336
1731226636226,520,TC100_Launch_R01,200,OK,Thread Group 1-3,text,true,,1603,714,1,1,https://www.webloadmpstore.com/,520,0,336
1731226636750,359,TC200_Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,2779,1856,1,1,null,0,0,0
1731226636750,359,TC200_Login_R01,200,OK,Thread Group 1-3,text,true,,2779,1856,1,1,https://www.webloadmpstore.com/product_list.php?login=ok,174,0,0
1731226636750,174,TC200_Login_R01-0,302,Moved Temporarily,Thread Group 1-3,text,true,,238,966,1,1,https://www.webloadmpstore.com/login.php,174,0,0
1731226636927,182,TC200_Login_R01-1,200,OK,Thread Group 1-3,text,true,,2541,890,1,1,https://www.webloadmpstore.com/product_list.php?login=ok,182,0,0
1731226636750,359,TC200_Login,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,2779,1856,1,1,null,0,0,0
1731226636750,359,TC200_Login_R01,200,OK,Thread Group 1-3,text,true,,2779,1856,1,1,https://www.webloadmpstore.com/product_list.php?login=ok,174,0,0
1731226636750,174,TC200_Login_R01-0,302,Moved Temporarily,Thread Group 1-3,text,true,,238,966,1,1,https://www.webloadmpstore.com/login.php,174,0,0
